tau1,tau2,tau3,tau4,tau5,tau6,tau7
-22.886339,-7.422698,-4.019819,-2.955653,-0.129555,0.002739,-0.343934
-22.892812,-7.425031,-4.019023,-2.966759,-0.130080,0.002024,-0.343977
-22.899304,-7.427391,-4.018224,-2.977863,-0.130607,0.001311,-0.344021
-22.905816,-7.429777,-4.017424,-2.988966,-0.131135,0.000598,-0.344067
-22.912346,-7.432188,-4.016622,-3.000067,-0.131666,-0.000113,-0.344113
-22.918895,-7.434625,-4.015817,-3.011166,-0.132198,-0.000823,-0.344161
-22.925463,-7.437088,-4.015010,-3.022262,-0.132732,-0.001532,-0.344209
-22.932050,-7.439575,-4.014201,-3.033357,-0.133268,-0.002240,-0.344259
-22.938657,-7.442087,-4.013389,-3.044449,-0.133806,-0.002947,-0.344311
-22.945282,-7.444624,-4.012575,-3.055538,-0.134346,-0.003653,-0.344363
-22.951927,-7.447184,-4.011759,-3.066625,-0.134887,-0.004357,-0.344417
-22.958592,-7.449768,-4.010940,-3.077709,-0.135430,-0.005061,-0.344471
-22.965275,-7.452376,-4.010119,-3.088791,-0.135975,-0.005763,-0.344527
-22.971978,-7.455007,-4.009294,-3.099869,-0.136521,-0.006465,-0.344584
-22.978701,-7.457661,-4.008468,-3.110944,-0.137069,-0.007165,-0.344642
-22.985442,-7.460338,-4.007638,-3.122016,-0.137619,-0.007864,-0.344702
-22.992204,-7.463038,-4.006806,-3.133084,-0.138170,-0.008562,-0.344762
-22.998984,-7.465759,-4.005970,-3.144149,-0.138723,-0.009258,-0.344824
-23.005784,-7.468503,-4.005132,-3.155211,-0.139278,-0.009954,-0.344887
-23.012604,-7.471268,-4.004291,-3.166268,-0.139834,-0.010649,-0.344951
-23.019443,-7.474054,-4.003447,-3.177322,-0.140392,-0.011342,-0.345016
-23.026302,-7.476862,-4.002599,-3.188372,-0.140951,-0.012034,-0.345082
-23.033180,-7.479690,-4.001749,-3.199417,-0.141512,-0.012726,-0.345150
-23.040077,-7.482539,-4.000895,-3.210459,-0.142074,-0.013416,-0.345218
-23.046994,-7.485409,-4.000038,-3.221496,-0.142638,-0.014105,-0.345288
-23.053931,-7.488298,-3.999177,-3.232528,-0.143204,-0.014793,-0.345359
-23.060887,-7.491208,-3.998314,-3.243556,-0.143770,-0.015479,-0.345430
-23.067863,-7.494136,-3.997446,-3.254580,-0.144339,-0.016165,-0.345503
-23.074858,-7.497085,-3.996576,-3.265598,-0.144908,-0.016850,-0.345578
-23.081873,-7.500052,-3.995701,-3.276612,-0.145479,-0.017533,-0.345653
-23.088907,-7.503038,-3.994823,-3.287621,-0.146052,-0.018215,-0.345729
-23.095960,-7.506042,-3.993941,-3.298625,-0.146626,-0.018897,-0.345807
-23.103033,-7.509065,-3.993056,-3.309623,-0.147201,-0.019577,-0.345885
-23.110126,-7.512106,-3.992166,-3.320616,-0.147778,-0.020256,-0.345965
-23.117238,-7.515164,-3.991273,-3.331604,-0.148355,-0.020934,-0.346045
-23.124369,-7.518240,-3.990376,-3.342586,-0.148935,-0.021611,-0.346127
-23.131520,-7.521334,-3.989475,-3.353562,-0.149515,-0.022287,-0.346210
-23.138690,-7.524444,-3.988569,-3.364533,-0.150097,-0.022962,-0.346293
-23.145879,-7.527571,-3.987660,-3.375498,-0.150680,-0.023636,-0.346378
-23.153087,-7.530715,-3.986746,-3.386457,-0.151264,-0.024308,-0.346464
-23.160315,-7.533875,-3.985828,-3.397410,-0.151849,-0.024980,-0.346551
-23.167562,-7.537051,-3.984906,-3.408356,-0.152436,-0.025651,-0.346639
-23.174828,-7.540243,-3.983979,-3.419297,-0.153024,-0.026320,-0.346728
-23.182113,-7.543450,-3.983048,-3.430231,-0.153612,-0.026989,-0.346818
-23.189418,-7.546673,-3.982112,-3.441159,-0.154202,-0.027656,-0.346909
-23.196741,-7.549911,-3.981172,-3.452080,-0.154794,-0.028323,-0.347001
-23.204083,-7.553163,-3.980227,-3.462995,-0.155386,-0.028988,-0.347094
-23.211445,-7.556431,-3.979277,-3.473903,-0.155979,-0.029652,-0.347189
-23.218825,-7.559713,-3.978322,-3.484804,-0.156573,-0.030316,-0.347284
-23.226224,-7.563009,-3.977363,-3.495698,-0.157169,-0.030978,-0.347380
-23.233641,-7.566318,-3.976399,-3.506586,-0.157765,-0.031639,-0.347477
-23.241078,-7.569642,-3.975429,-3.517466,-0.158363,-0.032300,-0.347574
-23.248533,-7.572979,-3.974455,-3.528339,-0.158961,-0.032959,-0.347673
-23.256006,-7.576330,-3.973475,-3.539205,-0.159560,-0.033618,-0.347773
-23.263499,-7.579693,-3.972491,-3.550064,-0.160161,-0.034275,-0.347874
-23.271009,-7.583069,-3.971501,-3.560915,-0.160762,-0.034931,-0.347976
-23.278538,-7.586458,-3.970506,-3.571759,-0.161364,-0.035587,-0.348078
-23.286086,-7.589859,-3.969505,-3.582595,-0.161967,-0.036241,-0.348182
-23.293651,-7.593273,-3.968499,-3.593424,-0.162571,-0.036895,-0.348286
-23.301235,-7.596698,-3.967487,-3.604245,-0.163175,-0.037548,-0.348392
-23.308837,-7.600135,-3.966470,-3.615058,-0.163781,-0.038199,-0.348498
-23.316457,-7.603584,-3.965448,-3.625863,-0.164387,-0.038850,-0.348605
-23.324095,-7.607044,-3.964419,-3.636661,-0.164994,-0.039500,-0.348713
-23.331750,-7.610515,-3.963385,-3.647450,-0.165602,-0.040149,-0.348822
-23.339424,-7.613997,-3.962345,-3.658231,-0.166211,-0.040797,-0.348931
-23.347115,-7.617489,-3.961299,-3.669005,-0.166820,-0.041444,-0.349042
-23.354824,-7.620993,-3.960247,-3.679770,-0.167430,-0.042090,-0.349153
-23.362550,-7.624506,-3.959189,-3.690526,-0.168041,-0.042735,-0.349265
-23.370294,-7.628029,-3.958125,-3.701275,-0.168653,-0.043379,-0.349378
-23.378055,-7.631563,-3.957055,-3.712015,-0.169265,-0.044023,-0.349492
-23.385833,-7.635106,-3.955978,-3.722746,-0.169877,-0.044666,-0.349607
-23.393628,-7.638658,-3.954896,-3.733469,-0.170491,-0.045307,-0.349722
-23.401441,-7.642220,-3.953806,-3.744184,-0.171105,-0.045948,-0.349838
-23.409270,-7.645791,-3.952711,-3.754890,-0.171719,-0.046588,-0.349955
-23.417117,-7.649371,-3.951609,-3.765587,-0.172334,-0.047228,-0.350073
-23.424980,-7.652959,-3.950500,-3.776275,-0.172950,-0.047866,-0.350191
-23.432859,-7.656556,-3.949385,-3.786955,-0.173566,-0.048504,-0.350310
-23.440756,-7.660161,-3.948263,-3.797625,-0.174183,-0.049140,-0.350430
-23.448668,-7.663775,-3.947135,-3.808287,-0.174800,-0.049776,-0.350551
-23.456597,-7.667396,-3.945999,-3.818940,-0.175417,-0.050412,-0.350672
-23.464543,-7.671025,-3.944857,-3.829583,-0.176035,-0.051046,-0.350794
-23.472504,-7.674662,-3.943707,-3.840218,-0.176654,-0.051680,-0.350917
-23.480481,-7.678306,-3.942551,-3.850843,-0.177272,-0.052313,-0.351040
-23.488474,-7.681957,-3.941388,-3.861460,-0.177892,-0.052945,-0.351164
-23.496483,-7.685616,-3.940217,-3.872067,-0.178511,-0.053576,-0.351288
-23.504508,-7.689281,-3.939039,-3.882664,-0.179131,-0.054207,-0.351414
-23.512548,-7.692953,-3.937854,-3.893253,-0.179751,-0.054837,-0.351539
-23.520604,-7.696631,-3.936662,-3.903832,-0.180372,-0.055466,-0.351666
-23.528675,-7.700316,-3.935462,-3.914401,-0.180992,-0.056094,-0.351793
-23.536761,-7.704007,-3.934255,-3.924962,-0.181613,-0.056722,-0.351921
-23.544862,-7.707704,-3.933040,-3.935512,-0.182235,-0.057349,-0.352049
-23.552977,-7.711407,-3.931818,-3.946054,-0.182856,-0.057976,-0.352177
-23.561108,-7.715115,-3.930588,-3.956585,-0.183478,-0.058602,-0.352307
-23.569254,-7.718829,-3.929350,-3.967107,-0.184099,-0.059227,-0.352437
-23.577413,-7.722548,-3.928105,-3.977620,-0.184721,-0.059851,-0.352567
-23.585588,-7.726273,-3.926851,-3.988122,-0.185344,-0.060475,-0.352698
-23.593776,-7.730002,-3.925590,-3.998615,-0.185966,-0.061098,-0.352829
-23.601979,-7.733737,-3.924321,-4.009099,-0.186588,-0.061721,-0.352961
-23.610195,-7.737476,-3.923043,-4.019572,-0.187211,-0.062343,-0.353093
-23.618426,-7.741219,-3.921758,-4.030036,-0.187833,-0.062965,-0.353226
-23.626670,-7.744967,-3.920464,-4.040490,-0.188455,-0.063585,-0.353359
-23.634928,-7.748719,-3.919162,-4.050934,-0.189078,-0.064206,-0.353493
-23.643199,-7.752476,-3.917852,-4.061368,-0.189701,-0.064825,-0.353627
-23.651483,-7.756236,-3.916534,-4.071792,-0.190323,-0.065445,-0.353761
-23.659781,-7.760000,-3.915207,-4.082207,-0.190945,-0.066063,-0.353896
-23.668091,-7.763767,-3.913871,-4.092611,-0.191568,-0.066681,-0.354031
-23.676415,-7.767538,-3.912527,-4.103005,-0.192190,-0.067299,-0.354166
-23.684751,-7.771313,-3.911175,-4.113390,-0.192812,-0.067916,-0.354302
-23.693099,-7.775091,-3.909813,-4.123764,-0.193434,-0.068533,-0.354438
-23.701461,-7.778871,-3.908443,-4.134129,-0.194056,-0.069149,-0.354575
-23.709834,-7.782655,-3.907065,-4.144483,-0.194678,-0.069765,-0.354712
-23.718219,-7.786441,-3.905677,-4.154828,-0.195299,-0.070380,-0.354849
-23.726617,-7.790230,-3.904280,-4.165162,-0.195921,-0.070995,-0.354986
-23.735026,-7.794022,-3.902875,-4.175486,-0.196542,-0.071609,-0.355124
-23.743446,-7.797816,-3.901460,-4.185800,-0.197163,-0.072223,-0.355261
-23.751879,-7.801612,-3.900037,-4.196105,-0.197783,-0.072836,-0.355399
-23.760322,-7.805410,-3.898604,-4.206399,-0.198404,-0.073450,-0.355538
-23.768777,-7.809211,-3.897162,-4.216682,-0.199024,-0.074062,-0.355676
-23.777242,-7.813013,-3.895710,-4.226956,-0.199643,-0.074675,-0.355815
-23.785719,-7.816816,-3.894250,-4.237220,-0.200263,-0.075287,-0.355953
-23.794206,-7.820622,-3.892780,-4.247473,-0.200881,-0.075898,-0.356092
-23.802704,-7.824429,-3.891300,-4.257717,-0.201500,-0.076510,-0.356231
-23.811212,-7.828237,-3.889811,-4.267950,-0.202118,-0.077121,-0.356370
-23.819730,-7.832046,-3.888312,-4.278173,-0.202736,-0.077732,-0.356510
-23.828258,-7.835857,-3.886804,-4.288386,-0.203353,-0.078342,-0.356649
-23.836796,-7.839669,-3.885286,-4.298589,-0.203970,-0.078952,-0.356788
-23.845344,-7.843481,-3.883758,-4.308782,-0.204586,-0.079562,-0.356928
-23.853901,-7.847294,-3.882221,-4.318965,-0.205202,-0.080172,-0.357067
-23.862467,-7.851108,-3.880673,-4.329138,-0.205817,-0.080781,-0.357207
-23.871043,-7.854922,-3.879116,-4.339300,-0.206432,-0.081390,-0.357346
-23.879627,-7.858737,-3.877549,-4.349453,-0.207046,-0.081999,-0.357485
-23.888221,-7.862552,-3.875971,-4.359595,-0.207659,-0.082608,-0.357625
-23.896823,-7.866367,-3.874384,-4.369727,-0.208272,-0.083216,-0.357764
-23.905433,-7.870182,-3.872786,-4.379849,-0.208884,-0.083825,-0.357903
-23.914052,-7.873997,-3.871179,-4.389962,-0.209495,-0.084433,-0.358042
-23.922679,-7.877812,-3.869560,-4.400064,-0.210106,-0.085041,-0.358181
-23.931314,-7.881627,-3.867932,-4.410156,-0.210716,-0.085649,-0.358320
-23.939956,-7.885441,-3.866293,-4.420238,-0.211326,-0.086257,-0.358459
-23.948606,-7.889255,-3.864644,-4.430310,-0.211934,-0.086864,-0.358598
-23.957263,-7.893068,-3.862985,-4.440372,-0.212542,-0.087472,-0.358736
-23.965928,-7.896881,-3.861314,-4.450424,-0.213149,-0.088079,-0.358874
-23.974599,-7.900693,-3.859634,-4.460467,-0.213756,-0.088687,-0.359012
-23.983278,-7.904504,-3.857942,-4.470499,-0.214361,-0.089294,-0.359150
-23.991963,-7.908314,-3.856240,-4.480521,-0.214966,-0.089901,-0.359287
-24.000654,-7.912123,-3.854527,-4.490534,-0.215569,-0.090509,-0.359425
-24.009351,-7.915931,-3.852803,-4.500537,-0.216172,-0.091116,-0.359561
-24.018055,-7.919737,-3.851069,-4.510530,-0.216774,-0.091723,-0.359698
-24.026765,-7.923542,-3.849323,-4.520513,-0.217375,-0.092330,-0.359834
-24.035480,-7.927346,-3.847567,-4.530486,-0.217975,-0.092938,-0.359970
-24.044200,-7.931148,-3.845800,-4.540450,-0.218574,-0.093545,-0.360106
-24.052926,-7.934949,-3.844021,-4.550404,-0.219172,-0.094152,-0.360241
-24.061657,-7.938747,-3.842232,-4.560348,-0.219769,-0.094760,-0.360376
-24.070393,-7.942544,-3.840431,-4.570283,-0.220365,-0.095367,-0.360510
-24.079134,-7.946339,-3.838619,-4.580208,-0.220960,-0.095975,-0.360644
-24.087879,-7.950133,-3.836796,-4.590124,-0.221554,-0.096583,-0.360777
-24.096628,-7.953924,-3.834961,-4.600030,-0.222146,-0.097191,-0.360910
-24.105381,-7.957712,-3.833115,-4.609926,-0.222738,-0.097799,-0.361042
-24.114139,-7.961499,-3.831258,-4.619813,-0.223328,-0.098407,-0.361174
-24.122900,-7.965283,-3.829389,-4.629691,-0.223918,-0.099015,-0.361305
-24.131664,-7.969065,-3.827509,-4.639559,-0.224506,-0.099624,-0.361436
-24.140432,-7.972845,-3.825617,-4.649418,-0.225093,-0.100232,-0.361566
-24.149203,-7.976621,-3.823714,-4.659267,-0.225678,-0.100841,-0.361696
-24.157976,-7.980396,-3.821799,-4.669108,-0.226262,-0.101450,-0.361824
-24.166753,-7.984167,-3.819872,-4.678939,-0.226846,-0.102060,-0.361953
-24.175532,-7.987936,-3.817933,-4.688761,-0.227427,-0.102669,-0.362080
-24.184313,-7.991701,-3.815983,-4.698573,-0.228008,-0.103279,-0.362207
-24.193096,-7.995464,-3.814021,-4.708377,-0.228587,-0.103889,-0.362333
-24.201881,-7.999224,-3.812047,-4.718172,-0.229165,-0.104500,-0.362458
-24.210667,-8.002981,-3.810061,-4.727957,-0.229741,-0.105111,-0.362583
-24.219455,-8.006734,-3.808063,-4.737734,-0.230316,-0.105722,-0.362707
-24.228244,-8.010484,-3.806053,-4.747502,-0.230890,-0.106333,-0.362830
-24.237034,-8.014231,-3.804031,-4.757261,-0.231462,-0.106945,-0.362952
-24.245825,-8.017975,-3.801997,-4.767011,-0.232032,-0.107557,-0.363073
-24.254616,-8.021714,-3.799951,-4.776753,-0.232601,-0.108170,-0.363194
-24.263408,-8.025451,-3.797892,-4.786485,-0.233169,-0.108783,-0.363313
-24.272200,-8.029184,-3.795822,-4.796210,-0.233735,-0.109396,-0.363432
-24.280991,-8.032913,-3.793739,-4.805925,-0.234300,-0.110010,-0.363550
-24.289782,-8.036638,-3.791644,-4.815632,-0.234863,-0.110624,-0.363667
-24.298573,-8.040360,-3.789536,-4.825331,-0.235424,-0.111239,-0.363782
-24.307363,-8.044077,-3.787416,-4.835021,-0.235984,-0.111854,-0.363897
-24.316152,-8.047791,-3.785284,-4.844703,-0.236542,-0.112469,-0.364011
-24.324940,-8.051501,-3.783139,-4.854376,-0.237098,-0.113085,-0.364124
-24.333726,-8.055206,-3.780981,-4.864042,-0.237653,-0.113702,-0.364235
-24.342510,-8.058908,-3.778811,-4.873699,-0.238206,-0.114319,-0.364346
-24.351293,-8.062605,-3.776629,-4.883348,-0.238758,-0.114937,-0.364455
-24.360073,-8.066298,-3.774434,-4.892989,-0.239307,-0.115555,-0.364563
-24.368852,-8.069986,-3.772226,-4.902622,-0.239855,-0.116174,-0.364670
-24.377627,-8.073671,-3.770005,-4.912247,-0.240401,-0.116794,-0.364776
-24.386400,-8.077350,-3.767772,-4.921864,-0.240945,-0.117414,-0.364881
-24.395169,-8.081025,-3.765526,-4.931473,-0.241488,-0.118034,-0.364985
-24.403935,-8.084696,-3.763267,-4.941075,-0.242028,-0.118656,-0.365087
-24.412698,-8.088362,-3.760995,-4.950669,-0.242567,-0.119277,-0.365188
-24.421457,-8.092023,-3.758710,-4.960255,-0.243104,-0.119900,-0.365287
-24.430212,-8.095680,-3.756412,-4.969834,-0.243639,-0.120523,-0.365386
-24.438962,-8.099331,-3.754102,-4.979405,-0.244172,-0.121147,-0.365483
-24.447708,-8.102978,-3.751778,-4.988970,-0.244703,-0.121772,-0.365578
-24.456450,-8.106620,-3.749441,-4.998526,-0.245232,-0.122397,-0.365672
-24.465186,-8.110256,-3.747092,-5.008076,-0.245759,-0.123024,-0.365765
-24.473917,-8.113888,-3.744729,-5.017618,-0.246284,-0.123650,-0.365856
-24.482643,-8.117515,-3.742353,-5.027153,-0.246807,-0.124278,-0.365946
-24.491363,-8.121136,-3.739964,-5.036681,-0.247328,-0.124907,-0.366034
-24.500077,-8.124752,-3.737561,-5.046202,-0.247846,-0.125536,-0.366121
-24.508784,-8.128363,-3.735146,-5.055717,-0.248363,-0.126166,-0.366206
-24.517486,-8.131968,-3.732717,-5.065224,-0.248878,-0.126797,-0.366290
-24.526180,-8.135569,-3.730274,-5.074725,-0.249390,-0.127428,-0.366372
-24.534868,-8.139163,-3.727819,-5.084219,-0.249900,-0.128061,-0.366452
-24.543548,-8.142752,-3.725350,-5.093707,-0.250409,-0.128694,-0.366531
-24.552221,-8.146336,-3.722868,-5.103188,-0.250914,-0.129329,-0.366608
-24.560886,-8.149914,-3.720372,-5.112662,-0.251418,-0.129964,-0.366684
-24.569543,-8.153486,-3.717863,-5.122130,-0.251919,-0.130600,-0.366757
-24.578192,-8.157052,-3.715340,-5.131592,-0.252418,-0.131237,-0.366829
-24.586833,-8.160613,-3.712804,-5.141048,-0.252915,-0.131875,-0.366899
-24.595464,-8.164168,-3.710254,-5.150498,-0.253410,-0.132514,-0.366968
-24.604087,-8.167717,-3.707691,-5.159941,-0.253902,-0.133154,-0.367034
-24.612700,-8.171260,-3.705114,-5.169379,-0.254392,-0.133795,-0.367099
-24.621304,-8.174797,-3.702523,-5.178811,-0.254879,-0.134437,-0.367162
-24.629898,-8.178327,-3.699919,-5.188237,-0.255364,-0.135079,-0.367223
-24.638481,-8.181852,-3.697301,-5.197657,-0.255847,-0.135723,-0.367282
-24.647055,-8.185371,-3.694669,-5.207072,-0.256327,-0.136368,-0.367339
-24.655618,-8.188883,-3.692024,-5.216481,-0.256804,-0.137014,-0.367394
-24.664169,-8.192389,-3.689365,-5.225884,-0.257280,-0.137661,-0.367447
-24.672710,-8.195889,-3.686692,-5.235282,-0.257752,-0.138310,-0.367498
-24.681239,-8.199382,-3.684005,-5.244675,-0.258223,-0.138959,-0.367547
-24.689757,-8.202869,-3.681304,-5.254063,-0.258690,-0.139609,-0.367593
-24.698262,-8.206349,-3.678590,-5.263446,-0.259155,-0.140261,-0.367638
-24.706756,-8.209823,-3.675861,-5.272823,-0.259618,-0.140914,-0.367681
-24.715236,-8.213290,-3.673119,-5.282196,-0.260077,-0.141567,-0.367721
-24.723704,-8.216751,-3.670363,-5.291564,-0.260535,-0.142222,-0.367759
-24.732159,-8.220205,-3.667593,-5.300927,-0.260989,-0.142879,-0.367795
-24.740600,-8.223652,-3.664809,-5.310285,-0.261441,-0.143536,-0.367829
-24.749028,-8.227092,-3.662010,-5.319638,-0.261890,-0.144194,-0.367861
-24.757441,-8.230525,-3.659198,-5.328988,-0.262337,-0.144854,-0.367890
-24.765840,-8.233952,-3.656372,-5.338332,-0.262781,-0.145515,-0.367917
-24.774225,-8.237371,-3.653532,-5.347673,-0.263222,-0.146178,-0.367941
-24.782595,-8.240783,-3.650677,-5.357009,-0.263660,-0.146841,-0.367963
-24.790950,-8.244189,-3.647809,-5.366341,-0.264095,-0.147506,-0.367983
-24.799289,-8.247587,-3.644926,-5.375668,-0.264528,-0.148172,-0.368000
-24.807612,-8.250978,-3.642029,-5.384992,-0.264958,-0.148840,-0.368015
-24.815920,-8.254361,-3.639118,-5.394312,-0.265384,-0.149508,-0.368028
-24.824211,-8.257738,-3.636193,-5.403628,-0.265808,-0.150179,-0.368037
-24.832485,-8.261107,-3.633254,-5.412940,-0.266230,-0.150850,-0.368045
-24.840743,-8.264468,-3.630300,-5.422249,-0.266648,-0.151523,-0.368049
-24.848983,-8.267822,-3.627332,-5.431554,-0.267063,-0.152197,-0.368052
-24.857206,-8.271169,-3.624350,-5.440856,-0.267475,-0.152873,-0.368051
-24.865411,-8.274508,-3.621353,-5.450154,-0.267885,-0.153550,-0.368048
-24.873597,-8.277839,-3.618343,-5.459449,-0.268291,-0.154228,-0.368042
-24.881766,-8.281162,-3.615318,-5.468741,-0.268694,-0.154908,-0.368034
-24.889915,-8.284478,-3.612278,-5.478030,-0.269095,-0.155589,-0.368022
-24.898045,-8.287786,-3.609224,-5.487316,-0.269492,-0.156272,-0.368008
-24.906156,-8.291086,-3.606156,-5.496598,-0.269886,-0.156956,-0.367991
-24.914247,-8.294378,-3.603074,-5.505878,-0.270277,-0.157642,-0.367972
-24.922318,-8.297662,-3.599977,-5.515155,-0.270665,-0.158329,-0.367949
-24.930368,-8.300938,-3.596866,-5.524430,-0.271050,-0.159018,-0.367924
-24.938398,-8.304206,-3.593740,-5.533702,-0.271432,-0.159708,-0.367896
-24.946407,-8.307465,-3.590600,-5.542972,-0.271810,-0.160400,-0.367864
-24.954394,-8.310717,-3.587445,-5.552239,-0.272185,-0.161093,-0.367830
-24.962360,-8.313960,-3.584276,-5.561503,-0.272557,-0.161788,-0.367793
-24.970303,-8.317194,-3.581092,-5.570766,-0.272926,-0.162484,-0.367753
-24.978225,-8.320421,-3.577894,-5.580027,-0.273292,-0.163182,-0.367710
-24.986123,-8.323638,-3.574682,-5.589285,-0.273654,-0.163882,-0.367664
-24.993999,-8.326847,-3.571454,-5.598542,-0.274013,-0.164583,-0.367614
-25.001851,-8.330048,-3.568213,-5.607796,-0.274369,-0.165286,-0.367562
-25.009679,-8.333240,-3.564956,-5.617049,-0.274721,-0.165990,-0.367506
-25.017483,-8.336423,-3.561686,-5.626301,-0.275070,-0.166697,-0.367447
-25.025263,-8.339597,-3.558400,-5.635550,-0.275415,-0.167404,-0.367385
-25.033018,-8.342763,-3.555100,-5.644799,-0.275758,-0.168114,-0.367320
-25.040748,-8.345919,-3.551786,-5.654046,-0.276096,-0.168825,-0.367252
-25.048453,-8.349066,-3.548457,-5.663291,-0.276432,-0.169538,-0.367180
-25.056132,-8.352205,-3.545113,-5.672535,-0.276764,-0.170252,-0.367105
-25.063784,-8.355334,-3.541755,-5.681779,-0.277092,-0.170968,-0.367026
-25.071410,-8.358454,-3.538382,-5.691021,-0.277417,-0.171686,-0.366944
-25.079009,-8.361565,-3.534994,-5.700262,-0.277739,-0.172406,-0.366859
-25.086581,-8.364666,-3.531592,-5.709502,-0.278056,-0.173127,-0.366770
-25.094125,-8.367758,-3.528175,-5.718742,-0.278371,-0.173851,-0.366678
-25.101641,-8.370840,-3.524743,-5.727981,-0.278682,-0.174576,-0.366583
-25.109129,-8.373913,-3.521297,-5.737219,-0.278989,-0.175302,-0.366483
-25.116588,-8.376976,-3.517836,-5.746457,-0.279293,-0.176031,-0.366381
-25.124019,-8.380030,-3.514360,-5.755694,-0.279593,-0.176761,-0.366274
-25.131419,-8.383073,-3.510870,-5.764931,-0.279889,-0.177493,-0.366165
-25.138790,-8.386107,-3.507365,-5.774168,-0.280182,-0.178227,-0.366051
-25.146130,-8.389131,-3.503845,-5.783405,-0.280471,-0.178963,-0.365934
-25.153440,-8.392145,-3.500310,-5.792641,-0.280756,-0.179701,-0.365813
-25.160719,-8.395149,-3.496761,-5.801877,-0.281038,-0.180440,-0.365688
-25.167967,-8.398142,-3.493197,-5.811114,-0.281316,-0.181182,-0.365560
-25.175183,-8.401126,-3.489618,-5.820351,-0.281590,-0.181925,-0.365428
-25.182366,-8.404099,-3.486025,-5.829588,-0.281860,-0.182670,-0.365292
-25.189517,-8.407062,-3.482417,-5.838825,-0.282127,-0.183417,-0.365153
-25.196636,-8.410014,-3.478794,-5.848063,-0.282390,-0.184166,-0.365009
-25.203720,-8.412956,-3.475156,-5.857301,-0.282649,-0.184917,-0.364862
-25.210772,-8.415887,-3.471504,-5.866540,-0.282904,-0.185670,-0.364710
-25.217789,-8.418808,-3.467836,-5.875779,-0.283155,-0.186424,-0.364555
-25.224771,-8.421717,-3.464154,-5.885020,-0.283403,-0.187181,-0.364396
-25.231718,-8.424616,-3.460458,-5.894261,-0.283646,-0.187940,-0.364233
-25.238631,-8.427504,-3.456746,-5.903503,-0.283886,-0.188700,-0.364065
-25.245507,-8.430381,-3.453020,-5.912745,-0.284122,-0.189463,-0.363894
-25.252347,-8.433247,-3.449279,-5.921989,-0.284354,-0.190227,-0.363719
-25.259151,-8.436101,-3.445523,-5.931235,-0.284581,-0.190994,-0.363539
-25.265917,-8.438944,-3.441752,-5.940481,-0.284805,-0.191762,-0.363356
-25.272647,-8.441776,-3.437966,-5.949729,-0.285025,-0.192533,-0.363168
